Site,Date,Depth,,Salinity,,Temperature,,O2,,O2 Saturation,,Conductivity,,Light Trans,,Sigma-T,,Fluorometer,,pH,,Photosysthetically Active Radiation Reference (400-700nm light),PAR,,Oxidation Reduction Potential,,Latitude,Longitude,Default,,Hr:Mn,Act. Dep.,Current,,Wind,,Sea State,O2 (Wnklr),,Secchi,pH,,Fecal  Coliform,,Inc.,Enterococcus,,Inc.,Weather,NO3/NO2-N,,NH3-N,,Ortho-P,,TKN-N,,SiO2,,Total-P,,TSS,,Chl a,,DOC,Depth (YSI),,Salinity (YSI),,Temperature (YSI),,Chl a (field),,DO (YSI),,Turbidity (YSI),,Weather,,,
,,(ft),,(psu),,(deg C),,(mg/L),,(% sat),,(S/M),,(%Trans.),,(kg/m3),,(mg/m3),,,,uE/s m2,uE/s m2,,mV,,,,Latitude,Longitude,,(ft),(knots),,(mph),,,(mg/L),,(ft),,,(#/100 mL),,#,(#/100 mL),,#,,(mg/L),,(mg/L),,(mg/L),,(mg/L),,(mg/L),,(mg/L),,(mg/L),,(μg/L),,(mg/L),(ft),,(psu),,(deg C),,(μg/L),,(mg/L),,,,Rain Gage,,,
   ,,Top,Bot,Top,Bot,Top,Bot,Top,Bot,Top,Bot,Top,Bot,Top,Bot,Top,Bot,Top,Bot,Top,Bot,Top,Top,Bot,Top,Bot,,,,,,,Speed,Dir.,Speed,Dir.,,Top,Bot,,Top,Bot,Top,Bot,,Top,Bot,,Dry/Wet,Top,Bot,Top,Bot,Top,Bot,Top,Bot,Top,Bot,Top,Bot,Top,Bot,Top,Bot,Top,Top,Bot,Top,Bot,Top,Bot,Top,Bot,Top,Bot,Top,Bot,Dry/Wet,,,
E10,6/2/08,4,92,24.43,24.95,14.77,12.69,ND,ND,ND,ND,3.09,3.00,ND,ND,ND,ND,6.49,5.86,ND,ND,1794,147,0,ND,ND,40.843833,-73.764000,ND,ND,10:30 AM,88.0,0.3,S,9,W,1,10.40,9.08,3.5,7.37,7.36,QD,ND,,1,ND,,D,0.084,,0.160,,0.055,,0.637,,0.600,,0.084,,10.8,7.6,8.700,,2.81,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,W,,,
E8,6/2/08,4,85,23.98,24.72,15.20,13.43,ND,ND,ND,ND,3.07,3.03,ND,ND,ND,ND,3.70,5.05,ND,ND,1787,145,0,ND,ND,40.801330,-73.781830,ND,ND,10:55 AM,91.0,0.4,S,3,SW,1,9.01,8.96,4.0,7.34,7.42,QD,ND,,3,ND,,D,0.154,,0.354,,0.087,,0.800,,0.817,,0.122,,10.0,21.6,2.600,,3.37,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,W,,,
E7,6/2/08,5,61,23.90,24.29,15.14,14.21,ND,ND,ND,ND,3.05,3.03,ND,ND,ND,ND,2.87,4.28,ND,ND,1811,126,0,ND,ND,40.802830,-73.820000,ND,ND,11:08 AM,55.0,0.9,W,13,W,1,9.13,9.00,4.0,7.40,7.42,QD,ND,,4,ND,,D,0.166,,0.367,,0.089,,0.890,,0.858,,0.130,,14.4,22.8,4.200,,3.86,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,W,,,
E6,6/2/08,4,22,23.17,23.36,15.75,15.52,ND,ND,ND,ND,3.01,3.02,ND,ND,ND,ND,2.41,2.83,ND,ND,1806,137,0,ND,ND,40.785330,-73.861000,ND,ND,11:32 AM,24.0,0.5,S,9,N,1,8.36,8.42,3.0,7.28,7.27,QD,ND,,2,ND,,D,0.295,,0.668,,0.137,,1.110,,1.100,,0.189,,6.4,22.0,2.400,,3.73,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,W,,,
FB1,6/2/08,4,21,23.38,23.46,16.26,15.52,6.49,6.26,76.40,72.52,3.07,3.03,ND,ND,ND,ND,2.42,2.82,ND,ND,1814,143,0,ND,ND,40.772500,-73.853000,ND,ND,11:45 AM,23.0,0.2,S,9,W,1,8.85,8.66,3.5,7.32,7.36,QD,ND,,1,ND,,D,0.268,,0.657,,0.127,,1.080,,1.060,,0.180,,12.8,13.2,2.400,,3.33,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,W,,,
E15,6/2/08,4,17,22.95,23.31,17.45,15.80,6.08,6.19,73.05,72.01,3.10,3.03,ND,ND,ND,ND,3.41,3.31,ND,ND,1812,154,0,ND,ND,40.763000,-73.849500,ND,ND,11:54 AM,17.0,0.3,S,5,NW,1,8.20,8.20,2.5,7.35,7.34,QD,ND,,1,ND,,D,0.271,,0.718,,0.140,,1.290,,1.250,,0.202,,11.2,23.6,3.400,,2.89,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,W,,,
FLC2,6/2/08,4,17,22.87,23.13,17.06,16.26,5.76,5.99,68.51,70.41,3.07,3.04,ND,ND,ND,ND,4.53,3.63,ND,ND,1766,49,0,ND,ND,40.765000,-73.842670,ND,ND,12:03 PM,17.0,WEAK,ND,7,N,1,8.24,8.10,2.0,7.34,7.31,QD,ND,,12,ND,,D,0.261,,0.726,,0.138,,1.300,,1.250,,0.210,,14.8,10.0,4.200,,4.14,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,W,,,
FLC1,6/2/08,5,20,22.62,22.81,18.01,17.10,5.31,5.01,64.28,59.72,3.10,3.06,ND,ND,ND,ND,4.07,3.24,ND,ND,1785,103,0,ND,ND,40.762170,-73.836670,ND,ND,12:13 PM,19.0,WEAK,N,8,NW,1,7.11,7.11,3.0,7.31,7.26,QD,ND,,34,ND,,D,0.263,,0.787,,0.142,,1.350,,1.400,,0.228,,16.4,15.6,4.400,,3.74,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,W,,,
E14,6/2/08,4,19,24.05,24.14,14.89,14.52,6.71,6.67,77.12,76.05,3.05,3.04,ND,ND,ND,ND,3.03,4.52,ND,ND,1807,158,0,ND,ND,40.800830,-73.864330,ND,ND,12:58 PM,23.0,1,W,8,N,1,9.15,8.92,5.0,7.32,7.33,QD,ND,,1,ND,,D,0.155,,0.340,,0.085,,0.684,,0.824,,0.124,,4.0,18.0,4.100,,2.90,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,W,,,
E4,6/2/08,5,72,23.33,23.48,15.93,15.41,6.25,6.31,72.99,72.96,3.04,3.02,ND,ND,ND,ND,2.49,3.29,ND,ND,1780,108,0,ND,ND,40.783170,-73.920670,ND,ND,1:20 PM,72.0,3.7,SW,4,W,1,8.55,8.45,4.5,7.27,7.29,QD,ND,,1,ND,,D,0.289,,0.539,,0.120,,0.930,,0.998,,0.166,,6.4,27.2,2.600,,2.96,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,W,,,
E2,6/2/08,5,46,23.11,23.16,16.04,15.95,6.25,6.15,73.06,71.79,3.02,3.02,ND,ND,ND,ND,2.36,2.55,ND,ND,1932,107,0,ND,ND,40.735000,-73.970500,ND,ND,4:16 PM,48.0,1.4,N,7,NW,1,8.69,8.48,3.5,7.23,7.23,1,ND,,1,ND,,D,0.328,,0.588,,0.124,,1.110,,1.050,,0.166,,7.2,17.6,2.100,,2.50,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,W,,,
N5,6/2/08,4,46,17.19,23.62,17.02,14.84,7.95,7.62,91.44,87.16,2.36,3.00,ND,ND,ND,ND,3.52,2.66,ND,ND,678,17,0,ND,ND,40.705000,-74.023000,ND,ND,3:50 PM,48.0,1.6,S,18,N,1,10.70,10.17,2.0,7.42,7.48,10,ND,,2,ND,,D,0.348,,0.314,,0.076,,0.779,,1.810,,0.110,,12.8,13.2,2.600,,3.46,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,W,,,
N4,6/2/08,4,37,14.45,19.31,17.99,15.79,8.29,7.55,95.55,85.76,2.06,2.55,ND,ND,ND,ND,4.30,3.14,ND,ND,1998,52,0,ND,ND,40.764330,-74.005000,ND,ND,3:27 PM,39.0,1.5,S,12,N,1,11.12,10.29,1.5,7.46,7.41,1,ND,,6,ND,,D,0.374,,0.318,,0.075,,0.764,,2.070,,0.118,,18.4,19.6,4.800,,3.62,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,W,,,
N3B,6/2/08,4,59,11.29,16.65,18.82,16.29,8.90,7.63,102.41,86.18,1.67,2.26,ND,ND,ND,ND,5.23,3.49,ND,ND,1801,98,0,ND,ND,40.820330,-73.964000,ND,ND,3:05 PM,66.0,2.5,S,10,N,1,11.84,10.14,2.5,7.52,7.38,8,ND,,1,ND,,D,0.394,,0.208,,0.060,,0.631,,2.380,,0.091,,9.2,96.4,4.900,,2.40,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,W,,,
N1,6/2/08,4,42,9.55,13.80,19.21,16.85,9.67,7.79,111.24,87.49,1.44,1.92,ND,ND,ND,ND,9.89,4.17,ND,ND,1901,91,0,ND,ND,40.911670,-73.915000,ND,ND,2:35 PM,46.0,2.7,S,10,N,1,12.49,10.61,2.0,7.66,7.41,10,ND,,8,ND,,D,0.402,,0.135,,0.047,,0.594,,2.540,,0.096,,12.4,54.8,11.700,,3.62,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,W,,,
H3,6/2/08,5,27,22.45,22.45,16.02,16.01,6.80,6.78,79.13,78.82,2.94,2.94,ND,ND,ND,ND,1.96,2.22,ND,ND,1892,120,0,ND,ND,40.828830,-73.933830,ND,ND,1:47 PM,27.0,0.8,N,10,W,1,9.09,9.00,3.5,7.33,7.32,QD,ND,,2,ND,,D,0.356,,0.448,,0.106,,0.897,,1.200,,0.144,,10.8,12.0,1.900,,2.74,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,W,,,
DN1,6/2/08,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,12.40,10.55,2.0,ND,ND,16,ND,,2,ND,,D,0.416,,0.143,,0.048,,0.726,,2.600,,0.094,,18.0,51.6,12.100,,4.20,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,W,,,
N9,6/3/08,4,16,30.21,30.53,13.64,13.13,7.78,7.83,90.38,90.19,3.64,3.63,ND,ND,ND,ND,1.40,2.08,ND,ND,1090,57,15,ND,ND,40.568670,-73.982830,ND,ND,10:33 AM,17.0,0.8,E,CALM,ND,1,9.22,8.48,10.0,7.66,7.71,2,ND,,1,ND,,D,0.058,,0.088,,0.038,,0.262,,0.301,,0.061,,10.8,9.2,1.500,,2.40,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,D,,,
N16,6/3/08,3,22,31.26,31.34,11.79,11.51,8.17,8.15,91.80,91.16,3.60,3.58,ND,ND,ND,ND,0.72,1.07,ND,ND,1929,167,21,ND,ND,40.529330,-73.942830,ND,ND,10:57 AM,24.0,1.4,SE,6,S,1,8.97,8.84,8.5,7.85,7.86,1,ND,,1,ND,,D,0.016,,0.030,,0.023,,0.033,,0.215,,0.040,,10.4,6.0,1.200,,2.20,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,D,,,
J11,6/3/08,4,17,29.09,29.70,15.85,14.24,8.25,7.53,99.60,88.33,3.71,3.64,ND,ND,ND,ND,3.94,5.11,ND,ND,1785,152,18,ND,ND,40.582000,-73.931500,ND,ND,11:25 AM,19.0,WEAK,E,5,S,1,8.79,8.55,6.5,7.85,7.85,78,ND,,4,ND,,D,0.100,,0.081,,0.045,,0.236,,0.477,,0.085,,9.6,9.2,4.700,,2.55,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,D,,,
SHB1,6/3/08,4,32,29.17,29.66,15.27,14.57,8.53,7.22,101.90,85.12,3.67,3.66,ND,ND,ND,ND,6.89,4.44,ND,ND,1777,165,0,ND,ND,40.582670,-73.947000,ND,ND,11:37 AM,37.0,WEAK,E,6,W,1,8.17,7.89,6.0,7.81,7.81,40,28,,6,5,,D,0.070,0.066,0.113,0.132,0.048,0.051,0.180,0.351,0.544,0.586,0.097,0.106,7.6,8.8,5.300,,2.40,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,D,,,
J1,6/3/08,4,25,27.54,28.93,17.84,15.55,8.13,7.66,101.13,91.77,3.69,3.66,ND,ND,ND,ND,5.39,4.06,ND,ND,1817,162,4,ND,ND,40.573670,-73.884830,ND,ND,12:06 PM,29.0,1.6,W,5,SW,1,8.55,8.39,6.0,7.89,8.01,6,ND,,2,ND,,D,0.186,,0.140,,0.077,,0.353,,0.398,,0.128,,5.6,10.4,5.100,,3.14,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,D,,,
J2,6/3/08,4,31,27.05,27.46,18.03,17.46,7.72,7.58,96.20,93.53,3.65,3.65,ND,ND,ND,ND,7.47,6.56,ND,ND,1860,162,0,ND,ND,40.608000,-73.884830,ND,ND,12:42 PM,37.0,0.8,SE,13,S,1,8.35,8.14,4.5,8.07,8.06,14,ND,,1,ND,,D,0.265,,0.326,,0.107,,0.666,,0.492,,0.169,,4.4,4.0,7.600,,3.30,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,D,,,
J3,6/3/08,4,25,25.80,26.80,19.12,17.89,7.06,6.96,89.13,86.24,3.58,3.60,ND,ND,ND,ND,8.59,7.22,ND,ND,1801,140,-0,ND,ND,40.626670,-73.883170,ND,ND,12:54 PM,28.0,0.8,W,11,S,1,7.71,7.63,4.5,8.03,8.04,39,ND,,1,ND,,D,0.408,,0.568,,0.142,,1.030,,0.644,,0.228,,7.6,15.2,10.000,,3.40,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,D,,,
J9A,6/3/08,4,32,25.37,26.79,19.33,17.96,6.95,7.03,87.85,87.24,3.54,3.61,ND,ND,ND,ND,8.86,6.63,ND,ND,1810,149,0,ND,ND,40.633500,-73.873330,ND,ND,1:03 PM,22.0,0.7,W,10,S,1,7.57,7.53,4.0,8.02,8.04,22,ND,,1,ND,,D,0.452,,0.748,,0.162,,1.230,,0.722,,0.254,,12.8,18.8,11.100,,3.55,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,D,,,
SP2,6/3/08,4,ND,25.18,ND,19.44,ND,7.00,ND,88.54,ND,3.52,ND,ND,ND,ND,ND,8.71,ND,ND,ND,1815,120,ND,ND,ND,40.642670,-73.854670,ND,ND,1:20 PM,9.0,0.5,W,11,S,1,7.75,ND,4.0,8.05,ND,20,ND,,1,ND,,D,0.514,,0.628,,0.153,,1.160,,0.732,,0.246,,8.4,,10.800,,3.40,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,D,,,
J8,6/3/08,4,13,25.27,25.38,19.16,18.96,6.59,6.40,82.91,80.35,3.51,3.51,ND,ND,ND,ND,8.66,9.56,ND,ND,1812,149,14,ND,ND,40.642830,-73.850330,ND,ND,1:25 PM,16.0,0.7,W,11,S,1,7.55,7.09,4.0,8.01,8.03,24,ND,,2,ND,,D,0.503,,0.594,,0.148,,1.080,,0.716,,0.238,,11.6,7.6,12.400,,3.52,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,D,,,
J7,6/3/08,4,17,23.09,25.47,20.32,18.45,8.22,4.63,104.41,57.53,3.32,3.48,ND,ND,ND,ND,11.26,4.63,ND,ND,1807,150,5,ND,ND,40.645000,-73.820500,ND,ND,1:40 PM,22.0,0.5,NNW,11,S,1,8.70,6.72,4.0,8.10,8.01,QD,ND,,1,ND,,D,0.807,,0.850,,0.198,,1.390,,0.934,,0.308,,4.8,6.0,18.200,,4.01,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,D,,,
J12,6/3/08,3,31,24.46,26.07,19.96,18.32,10.12,5.41,128.77,67.38,3.47,3.55,ND,ND,ND,ND,19.23,4.47,ND,ND,1855,135,0,ND,ND,40.632670,-73.805670,ND,ND,1:53 PM,37.0,0.5,NW,11,S,1,7.51,6.50,3.5,8.08,8.01,QD,ND,,1,ND,,D,0.509,,0.505,,0.133,,1.300,,0.730,,0.236,,9.2,14.4,15.100,,3.53,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,D,,,
J5,6/3/08,4,14,25.48,25.65,18.96,18.65,7.02,6.71,88.22,83.79,3.52,3.52,ND,ND,ND,ND,6.69,5.98,ND,ND,1816,147,20,ND,ND,40.597830,-73.807830,ND,ND,2:11 PM,16.0,0.8,W,13,S,1,7.55,7.35,5.0,8.08,8.09,QD,ND,,1,ND,,D,0.251,,0.213,,0.091,,0.578,,0.614,,0.161,,5.2,5.2,7.500,,3.60,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,D,,,
DJ5,6/3/08,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,7.44,7.37,5.0,ND,ND,QD,ND,,1,ND,,D,0.253,,0.222,,0.093,,0.825,,0.618,,0.159,,7.6,10.4,8.500,,3.30,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,D,,,
NC0,6/4/08,4,12,21.53,21.91,16.08,16.14,2.62,3.09,30.39,35.90,2.84,2.89,ND,ND,ND,ND,17.94,14.98,ND,ND,662,11,0,ND,ND,40.714670,-73.931500,ND,ND,10:42 AM,15.0,WEAK,S,CALM,ND,1,3.55,3.24,1.5,6.97,6.96,420,470,,495,485,,W,0.302,,0.710,,0.171,,1.530,,1.390,,0.296,,8.0,10.0,17.000,,4.15,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,W,,,
NC1,6/4/08,4,19,20.64,22.20,17.09,16.67,6.74,6.12,79.18,72.02,2.79,2.96,ND,ND,ND,ND,61.01,36.22,ND,ND,474,10,0,ND,ND,40.723830,-73.926330,ND,ND,10:52 AM,22.0,SLACK,ND,CALM,ND,1,7.12,6.85,2.0,7.38,7.39,2440,1780,,1560,1580,,W,0.311,,0.412,,0.070,,1.230,,0.652,,0.248,,14.4,21.6,39.400,,3.47,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,W,,,
NC2,6/4/08,4,17,21.19,22.64,16.97,16.73,6.75,6.27,79.35,74.05,2.85,3.01,ND,ND,ND,ND,53.27,30.20,ND,ND,469,14,0,ND,ND,40.728830,-73.935000,ND,ND,11:02 AM,20.0,SLACK,W,CALM,ND,1,7.31,7.27,2.0,7.47,7.46,2260,900,,3120,1720,,W,0.316,,0.424,,0.055,,1.460,,0.636,,0.232,,7.2,24.4,37.700,,8.55,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,W,,,
NC3,6/4/08,4,21,21.78,22.92,16.79,16.24,6.48,5.93,76.23,69.49,2.91,3.02,ND,ND,ND,ND,39.82,7.29,ND,ND,361,10,0,ND,ND,40.737330,-73.946670,ND,ND,11:13 AM,25.0,0.5,W,CALM,ND,1,6.95,7.05,1.5,7.41,7.40,595,1340,,1040,640,,W,0.322,,0.560,,0.062,,1.410,,0.876,,0.216,,8.8,13.6,24.300,,3.47,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,W,,,
G2,6/4/08,4,25,24.44,26.14,15.76,14.74,5.93,7.20,69.52,83.42,3.16,3.28,ND,ND,ND,ND,2.41,2.48,ND,ND,1477,94,0,ND,ND,40.666500,-74.003330,ND,ND,4:39 PM,27.0,0.2,E,LT AIRS,ND,1,7.05,7.80,5.5,7.45,7.51,52,ND,,288,ND,,W,0.264,,0.347,,0.090,,0.684,,0.949,,0.121,,29.6,11.2,1.000,,3.19,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,W,,,
N7,6/4/08,5,42,25.14,27.94,15.21,14.04,7.47,7.71,86.88,89.02,3.20,3.43,ND,ND,ND,ND,2.77,2.79,ND,ND,607,24,0,ND,ND,40.643830,-74.053670,ND,ND,12:00 PM,45.0,2,SLY,LT AIRS,ND,1,8.36,8.54,3.5,7.45,7.57,76,ND,,46,ND,,W,0.232,,0.360,,0.084,,0.760,,0.956,,0.114,,6.4,8.4,2.700,,4.44,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,W,,,
N8,6/4/08,5,86,26.01,29.25,14.91,13.31,7.54,7.93,87.65,90.99,3.28,3.51,ND,ND,ND,ND,3.39,3.06,ND,ND,1931,114,0,ND,ND,40.606500,-74.044500,ND,ND,12:32 PM,91.0,2.4,S,2,WNW,1,8.50,8.66,6.0,7.54,7.67,68,ND,,48,ND,,W,0.203,,0.314,,0.075,,0.724,,0.830,,0.107,,15.2,14.0,3.100,,5.50,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,W,,,
K6,6/4/08,4,15,25.25,26.88,17.20,15.56,11.69,8.49,141.75,100.62,3.36,3.43,ND,ND,ND,ND,10.77,4.15,ND,ND,520,27,1,ND,ND,40.510170,-74.100500,ND,ND,1:10 PM,17.0,0.8,ELY,CALM,ND,1,11.26,9.97,6.0,7.89,7.79,8,ND,,2,ND,,W,0.108,,0.032,,0.033,,0.828,,0.871,,0.152,,5.6,8.0,31.300,,3.12,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,W,,,
K5A,6/4/08,4,18,23.76,23.94,17.32,17.16,7.61,7.67,91.64,92.18,3.19,3.20,ND,ND,ND,ND,4.74,4.20,ND,ND,698,35,0,ND,ND,40.484000,-74.245000,ND,ND,1:55 PM,20.0,0.1,SE,0,0,1,8.55,8.65,4.5,7.54,7.55,16,ND,,14,ND,,W,0.290,,0.172,,0.070,,0.592,,1.280,,0.118,,13.2,16.4,4.100,,2.99,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,W,,,
K5,6/4/08,4,33,22.40,22.74,17.82,17.65,6.96,7.06,83.86,84.99,3.06,3.09,ND,ND,ND,ND,4.36,4.40,ND,ND,788,38,0,ND,ND,40.510830,-74.258500,ND,ND,2:08 PM,37.0,1.4,ND,0,0,1,7.79,7.71,5.0,7.47,7.49,14,ND,,24,ND,,W,0.436,,0.317,,0.103,,0.728,,1.480,,0.160,,11.6,10.8,2.700,,3.05,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,W,,,
K4,6/4/08,4,33,20.47,20.82,18.81,18.24,6.65,6.59,80.82,79.36,2.88,2.89,ND,ND,ND,ND,4.29,3.36,ND,ND,866,39,0,ND,ND,40.566000,-74.212830,ND,ND,2:42 PM,35.0,0.8,SLY,CALM,0,1,7.45,7.30,4.0,7.28,7.29,10,ND,,99,ND,,W,0.574,,0.546,,0.149,,1.130,,1.810,,0.203,,15.6,14.0,1.900,,3.50,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,W,,,
K3,6/4/08,4,33,20.02,22.80,17.45,16.37,7.07,7.11,83.41,83.58,2.74,3.01,ND,ND,ND,ND,5.16,2.93,ND,ND,592,27,0,ND,ND,40.637500,-74.195500,ND,ND,3:15 PM,36.0,0.8,SLY,4,N,1,8.00,8.06,3.5,7.40,7.51,80,ND,,560,ND,,W,0.406,,0.427,,0.100,,0.943,,1.590,,0.158,,9.6,17.6,1.700,,3.73,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,W,,,
K2,6/4/08,3,22,21.18,21.38,17.11,16.94,7.32,7.25,86.41,85.33,2.86,2.88,ND,ND,ND,ND,3.56,3.01,ND,ND,716,44,0,ND,ND,40.641000,-74.153330,ND,ND,3:34 PM,26.0,0.7,W,0,ND,1,8.06,7.95,3.5,7.55,7.55,4,ND,,26,ND,,W,0.410,,0.339,,0.094,,0.774,,1.580,,0.152,,5.6,22.0,3.600,,3.70,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,W,,,
K1,6/4/08,4,34,22.33,23.89,16.61,15.83,7.34,7.30,86.29,85.33,2.97,3.10,ND,ND,ND,ND,3.26,2.76,ND,ND,631,32,0,ND,ND,40.649500,-74.083170,ND,ND,3:55 PM,37.0,0,ND,0,ND,1,8.29,8.12,4.0,7.49,7.50,4,ND,,28,ND,,W,0.342,,0.380,,0.089,,0.863,,1.320,,0.142,,6.4,16.4,1.600,,3.94,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,W,,,
N6,6/4/08,4,49,21.97,24.59,16.11,15.24,7.36,7.31,85.52,84.85,2.89,3.14,ND,ND,ND,ND,2.78,2.87,ND,ND,1036,45,0,ND,ND,40.664000,-74.052330,ND,ND,4:14 PM,53.0,3,S,4,E,1,8.44,8.09,3.0,7.48,7.51,4,ND,,16,ND,,W,0.298,,0.338,,0.081,,0.785,,1.260,,0.133,,19.6,32.0,2.600,,2.96,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,W,,,
DK5,6/4/08,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,7.72,7.84,5.5,ND,ND,4,ND,,20,ND,,W,0.448,,0.321,,0.111,,0.866,,1.500,,0.158,,10.0,25.2,4.100,,2.90,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,W,,,
HC1,6/5/08,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,12:17 PM,5.5,ND,ND,ND,ND,ND,ND,ND,ND,7.11,ND,10,ND,,180,ND,,W,1.650,,9.840,,0.354,,15.800,,10.400,,1.200,,15.6,,6.700,,,ND,ND,14.59,22.27,19.25,18.56,3.1,ND,3.96,0.00,2.0,ND,W,,,
HC2,6/5/08,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,12:30 PM,7.5,ND,ND,ND,ND,ND,ND,ND,ND,7.22,ND,10,ND,,10,ND,,W,1.950,,11.400,,0.296,,17.400,,5.620,,1.240,,32.4,,2.300,,,ND,ND,15.63,25.97,18.79,18.23,4.2,ND,3.43,2.92,1.6,ND,W,,,
SP1,6/5/08,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,11:42 AM,5.0,ND,ND,ND,ND,ND,ND,ND,ND,7.59,ND,10,ND,,10,ND,,W,0.418,,0.830,,,,1.860,,1.420,,0.252,,20.8,,1.600,,,ND,ND,25.19,ND,18.90,ND,5.1,ND,5.11,ND,0.4,ND,W,,,
DHC1,6/5/08,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,10,ND,,130,ND,,W,1.770,,9.440,,,,14.000,,8.290,,1.160,,17.2,,1.600,,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,W,,,
